,Date,tmax,Days
57508,2021-06-14,80.1,1259
57509,2021-06-15,78.1,1260
57510,2021-06-16,78.1,1261
57511,2021-06-17,86.0,1262
57512,2021-06-18,82.9,1263
57513,2021-06-19,73.9,1264
57514,2021-06-20,86.0,1265
57515,2021-06-21,71.1,1266
57516,2021-06-22,69.1,1267
57517,2021-06-23,73.9,1268
57518,2021-06-24,77.0,1269
57519,2021-06-25,73.0,1270
57520,2021-06-26,80.1,1271
57521,2021-06-27,86.0,1272
57522,2021-06-28,87.1,1273
57523,2021-06-29,86.0,1274
57524,2021-06-30,84.0,1275
57525,2021-07-01,80.1,1276
57526,2021-07-02,77.0,1277
57527,2021-07-03,84.0,1278
57528,2021-07-04,90.0,1279
57529,2021-07-05,90.0,1280
57530,2021-07-06,91.0,1281
57531,2021-07-07,89.1,1282
57532,2021-07-08,80.1,1283
57533,2021-07-09,77.0,1284
57534,2021-07-10,78.1,1285
57535,2021-07-11,73.9,1286
57536,2021-07-12,72.0,1287
57537,2021-07-13,81.0,1288
57538,2021-07-14,84.9,1289
57539,2021-07-15,80.1,1290
57540,2021-07-16,73.0,1291
57541,2021-07-17,81.0,1292
57542,2021-07-18,84.0,1293
57543,2021-07-19,84.9,1294
57544,2021-07-20,86.0,1295
57545,2021-07-21,77.0,1296
57546,2021-07-22,81.0,1297
57547,2021-07-23,81.0,1298
57548,2021-07-24,87.1,1299
57549,2021-07-25,88.0,1300
57550,2021-07-26,89.1,1301
57551,2021-07-27,86.0,1302
57552,2021-07-28,86.0,1303
57553,2021-07-29,87.1,1304
57554,2021-07-30,75.9,1305
57555,2021-07-31,79.0,1306
57556,2021-08-01,75.0,1307
57557,2021-08-02,78.1,1308
57558,2021-08-03,81.0,1309
57559,2021-08-04,84.0,1310
57560,2021-08-05,86.0,1311
57561,2021-08-06,87.1,1312
57562,2021-08-07,89.1,1313
57563,2021-08-08,89.1,1314
57564,2021-08-09,88.0,1315
57565,2021-08-10,89.1,1316
57566,2021-08-11,88.0,1317
57567,2021-08-12,88.0,1318
57568,2021-08-13,84.9,1319
57569,2021-08-14,79.0,1320
57570,2021-08-15,81.0,1321
57571,2021-08-16,79.0,1322
57572,2021-08-17,84.9,1323
57573,2021-08-18,87.1,1324
57574,2021-08-19,89.1,1325
57575,2021-08-20,89.1,1326
57576,2021-08-21,89.1,1327
57577,2021-08-22,87.1,1328
57578,2021-08-23,86.0,1329
57579,2021-08-24,91.0,1330
57580,2021-08-25,90.0,1331
57581,2021-08-26,89.1,1332
57582,2021-08-27,89.1,1333
57583,2021-08-28,91.9,1334
57584,2021-08-29,91.0,1335
57585,2021-08-30,84.0,1336
57586,2021-08-31,80.1,1337
57587,2021-09-01,78.1,1338
57588,2021-09-02,78.1,1339
57589,2021-09-03,77.0,1340
57590,2021-09-04,77.0,1341
57591,2021-09-05,81.0,1342
57592,2021-09-06,77.0,1343
57593,2021-09-07,87.1,1344
57594,2021-09-08,77.0,1345
57595,2021-09-09,73.0,1346
57596,2021-09-10,77.0,1347
57597,2021-09-11,82.0,1348
57598,2021-09-12,82.0,1349
57599,2021-09-13,69.1,1350
57600,2021-09-14,88.0,1351
57601,2021-09-15,77.0,1352
57602,2021-09-16,79.0,1353
57603,2021-09-17,84.9,1354
57604,2021-09-18,78.1,1355
57605,2021-09-19,82.0,1356
57606,2021-09-20,80.1,1357
57607,2021-09-21,75.9,1358
57608,2021-09-22,57.0,1359
57609,2021-09-23,51.1,1360
57610,2021-09-24,73.0,1361
57611,2021-09-25,66.0,1362
57612,2021-09-26,75.9,1363
57613,2021-09-27,82.0,1364
57614,2021-09-28,70.0,1365
57615,2021-09-29,75.0,1366
57616,2021-09-30,77.0,1367
57617,2021-10-01,77.0,1368
57618,2021-10-02,77.0,1369
57619,2021-10-03,75.0,1370
57620,2021-10-04,70.0,1371
57621,2021-10-05,70.0,1372
57622,2021-10-06,70.0,1373
57623,2021-10-07,70.0,1374
57624,2021-10-08,72.0,1375
57625,2021-10-09,73.9,1376
57626,2021-10-10,78.1,1377
57627,2021-10-11,81.0,1378
57628,2021-10-12,72.0,1379
57629,2021-10-13,73.0,1380
57630,2021-10-14,75.9,1381
57631,2021-10-15,63.0,1382
57632,2021-10-16,57.0,1383
57633,2021-10-17,64.0,1384
57634,2021-10-18,69.1,1385
57635,2021-10-19,73.9,1386
57636,2021-10-20,73.0,1387
57637,2021-10-21,63.0,1388
57638,2021-10-22,51.1,1389
57639,2021-10-23,52.0,1390
57640,2021-10-24,48.9,1391
57641,2021-10-25,48.9,1392
57642,2021-10-26,51.1,1393
57643,2021-10-27,52.0,1394
57644,2021-10-28,63.0,1395
57645,2021-10-29,55.9,1396
57646,2021-10-30,54.0,1397
57647,2021-10-31,55.9,1398
57648,2021-11-01,46.9,1399
57649,2021-11-02,46.0,1400
57650,2021-11-03,46.9,1401
57651,2021-11-04,46.9,1402
57652,2021-11-05,51.1,1403
57653,2021-11-06,55.0,1404
57654,2021-11-07,64.9,1405
57655,2021-11-08,64.9,1406
57656,2021-11-09,55.9,1407
57657,2021-11-10,55.0,1408
57658,2021-11-11,64.9,1409
57659,2021-11-12,48.9,1410
57660,2021-11-13,43.0,1411
57661,2021-11-14,37.9,1412
57662,2021-11-15,39.0,1413
57663,2021-11-16,44.1,1414
57664,2021-11-17,60.1,1415
57665,2021-11-18,46.0,1416
57666,2021-11-19,42.1,1417
57667,2021-11-20,42.1,1418
57668,2021-11-21,50.0,1419
57669,2021-11-22,37.0,1420
57670,2021-11-23,39.9,1421
57671,2021-11-24,53.1,1422
57672,2021-11-25,48.9,1423
57673,2021-11-26,30.2,1424
57674,2021-11-27,30.2,1425
57675,2021-11-28,37.0,1426
57676,2021-11-29,39.9,1427
57677,2021-11-30,39.0,1428
57678,2021-12-01,45.0,1429
57679,2021-12-02,53.1,1430
57680,2021-12-03,39.0,1431
57681,2021-12-04,44.1,1432
57682,2021-12-05,42.1,1433
57683,2021-12-06,43.0,1434
57684,2021-12-07,25.2,1435
57685,2021-12-08,31.1,1436
57686,2021-12-09,39.9,1437
57687,2021-12-10,52.0,1438
57688,2021-12-11,60.1,1439
57689,2021-12-12,48.0,1440
57690,2021-12-13,50.0,1441
57691,2021-12-14,48.9,1442
57692,2021-12-15,63.0,1443
57693,2021-12-16,63.0,1444
57694,2021-12-17,39.9,1445
57695,2021-12-18,33.1,1446
57696,2021-12-19,34.0,1447
57697,2021-12-20,41.0,1448
57698,2021-12-21,39.0,1449
57699,2021-12-22,32.0,1450
57700,2021-12-23,39.0,1451
57701,2021-12-24,51.1,1452
57702,2021-12-25,52.0,1453
57703,2021-12-26,37.9,1454
57704,2021-12-27,39.0,1455
57705,2021-12-28,36.0,1456
57706,2021-12-29,37.9,1457
57707,2021-12-30,34.0,1458
57708,2021-12-31,42.1,1459
